id,prompt,phrasing_style,domain,d1,d2,d3,d4,d5
day2_t3_complex_001,"Attached are our current Google
Analytics 4 event export configurations, our Salesforce CDP ingestion schema,
and a draft of our post-cookie marketing strategy. We need a comprehensive
marketing technology architecture roadmap that outlines how we transition our
custom user-stitching pipeline to Google's Privacy Sandbox APIs (specifically
Topics and Protected Audience) without losing multi-touch attribution fidelity
across our paid search and Meta campaigns.",explicit,Marketing Tech,0.75,0.75,0.75,0.5,0.75
day2_t3_complex_002,"Our CMO has requested a
vendor comparison proposal for our enterprise CDP migration before our existing
Segment contract renews next quarter. Please generate a detailed business case
comparing Twilio Segment, Tealium, and mParticle, taking into account current
live pricing models, their support for the latest EU-U.S. Data Privacy Framework
(DPF) standards, and how each handles consent-state management under GDPR and
the California Privacy Rights Act (CPRA). We need an executive-level analysis
including a transition timeline, total cost of ownership models over three
years, and a compliance verification matrix for our legal team.",explicit,Marketing Tech,1,1,1,1,0.5
day2_t3_complex_003,"Our paid acquisition costs are up 50% across paid
search and social, and since upgrading to the iOS 17 updates, our AppsFlyer data
shows a massive discrepancy against actual backend signups. The marketing
analytics team has been trying to figure out how to pivot our attribution
modeling because SKAdNetwork is not capturing our multi-channel user journeys,
especially with the upcoming total deprecation of third-party cookies. We need
to restructure our entire tracking infrastructure across Meta Ads and Google Ads
to utilize conversion APIs and first-party server-side tagging, and we must find
a way to reconcile these data discrepancies before the board meets to discuss
the H2 marketing budget.",implicit,Marketing Tech,0.75,0.75,0.75,0.75,0.5
day2_t3_complex_004,"I have uploaded our historical Meta Ads performance data, our current
cookie banner consent-ratio logs, and our existing server-to-server tracking
configuration. Our conversion attribution has dropped significantly and we
cannot figure out where the leakage is occurring between our consent platform
and our backend database. Look at these attached configurations and identify
exactly where our webhook handshakes are breaking or dropping user identifiers,
and outline how we should adjust our server-side parameters to improve matching
rates.",implicit,Marketing Tech,0.75,0.75,0.75,0.5,0.5
day2_t3_complex_005,"Our Google
Analytics 4 integration is dropping almost half of our attribution data since
the new cookie banners rolled out last month and our performance marketing leads
are flying blind on budget spend. We're about to launch a $5M campaign and have
no idea how to fix our consent mode tagging to capture these lost conversions.",vague,Marketing Tech,1,0.75,0.75,0.75,0.25
day2_t3_complex_006,"Please review the attached resume-matching
algorithmic logic files, our current EEOC demographic distribution reports, and
our internal hiring pipeline logs. Draft a compliance audit report that
evaluates our automated employment decision systems (AEDS) against the NYC Local
Law 144 bias audit requirements and the Illinois Artificial Intelligence Video
Interview Act, highlighting any high-risk scoring disparities and recommending
specific model adjustment strategies.",explicit,HR Tech,0.75,1,0.75,0.5,0.5
day2_t3_complex_007,"We are seeing significant exposure across our international entities
because our payroll integrations between Workday and localized ADP platforms in
Europe and APAC are mismatching employee classifications, which has triggered a
tax inquiry in Germany and regulatory warnings in Singapore. I’ve uploaded our
current localized employment agreement structures, global contractor guidelines,
and the payroll audit findings from our regional HR teams. We need to identify
every gap causing compliance breaches under local labor codes, establish a
corrected operational workflow for both FTEs and freelancers, and design a
standardized control structure that prevents incorrect classification before any
record is pushed to global payroll.",implicit,HR Tech,1,0.75,1,0.75,0.75
day2_t3_complex_008,"Our legal and talent
acquisition teams are at a standstill over our rollout of third-party AI
assessment tools inside Workday Recruiter because of potential legal exposure
under emerging state hiring laws. We need to understand how we can safely
integrate these vendor modules, what technical controls are necessary to
guarantee unbiased candidate scoring, and what we should put in our master
services agreements with these AI vendors to insulate our business from
regulatory penalties.",implicit,HR Tech,0.75,0.75,0.75,0.75,0.5
day2_t3_complex_009,"Before we
roll out our centralized global hiring portal, our legal counsel needs to
resolve how we are going to handle candidate background checks and identity
verification across 14 different jurisdictions without running afoul of GDPR and
FCRA guidelines. We are currently reviewing API integrations for Checkr,
Sterling, and HireRight, so we need to know how their current real-time
international pricing tiers compare, which of them has the most robust
compliance infrastructure for European candidates, and how we can construct a
unified technical pipeline that dynamically routes candidate data based on
residency.",implicit,HR Tech,1,1,1,1,0.5
day2_t3_complex_010,"Our custom CV sorting script built into our ATS has
started flagging and filtering out candidates who graduated from specific
historically black colleges and universities. We need to figure out why this is
happening and get this fixed immediately before we end up with an EEOC
lawsuit.",vague,HR Tech,0.75,0.75,1,0.75,0.25
day2_t3_complex_011,"Based on the attached ocean freight contract terms,
our Q3 logistics billing history, and our SAP Transportation Management config
files, compile a logistics cost leakage assessment. This should isolate all
billing discrepancies, identify routing guide compliance failures, and provide a
concrete carrier negotiation framework that our procurement team can use in our
upcoming contract renewal cycle to recover lost margin.",explicit,Supply Chain,0.75,0.75,0.75,0.5,0.75
day2_t3_complex_012,"We are experiencing severe inventory imbalances across our five
regional distribution centers since we updated our lead-time formulas in SAP
Integrated Business Planning. I have uploaded our historical stock-out files,
our supplier performance logs, and our current distribution safety-stock
configurations. We need to identify why our automated replenishment cycles are
continuously failing to meet demand spikes in the Midwest region, map out a more
resilient replenishment flow that account for carrier delays, and establish
concrete inventory targets to prevent regional stock-outs without inflating our
overall holding costs.",implicit,Supply Chain,1,0.75,1,0.5,0.5
day2_t3_complex_013,"Our primary steel and aluminum suppliers in
China and India are warning us that shipping container lead times will double
next quarter, right as the EU Carbon Border Adjustment Mechanism (CBAM)
reporting requirements go into effect. We have to determine how these twin
logistics disruptions will alter our cost of goods sold, how we can pivot our
raw material sourcing to Turkey or Mexico to mitigate the CBAM tariff penalties,
and how to restructure our customs declarations to stay completely compliant
with the new EU environment laws.",implicit,Supply Chain,0.75,1,0.75,0.75,0.5
day2_t3_complex_014,"Our customs broker in Rotterdam just notified us that our entire
chemical shipment is blocked due to new EU REACH safety regulations on imported
industrial solvents. We have three manufacturing plants in Poland that will go
dark next week if we don't bypass this customs bottleneck or find an alternative
supplier immediately.",vague,Supply Chain,0.75,0.75,0.75,0.75,0.25
day2_t3_complex_015,"Using the attached AWS Cost Usage Reports (CUR), Azure Enterprise
Agreement consumption logs, and our internal Kubernetes resource allocation
metrics, build a comprehensive multi-cloud architectural cost remediation
proposal. The proposal must detail concrete optimization opportunities across
both clouds, provide a governance framework for department-level chargebacks,
and formulate a 3-year savings plan commitment strategy that balances AWS
Savings Plans with Azure Reservations.",explicit,FinOps,1,0.75,1,0.5,0.75
day2_t3_complex_016,"Our engineering teams are rapidly spinning up GPU
clusters on AWS, Azure, and CoreWeave for AI inference without any centralized
spend control or operational validation. We need to reconcile our cloud spending
against real-time API and GPU reservation rates, identify where we can
dynamically route inference workloads to the cheapest available region while
complying with strict data residency laws, and establish guardrails to prevent
developer teams from exceeding their allocated budgets.",implicit,FinOps,0.75,1,0.75,1,0.5
day2_t3_complex_017,"The executive board wants to know why our
ML training infrastructure costs on AWS and Azure spiked by $450k last month and
what we're doing to prevent this from bankrupting our project budget before we
launch next quarter. We need a detailed breakdown of our waste and a complete
governance structure that we can implement globally to control developer cloud
spend.",vague,FinOps,1,0.75,1,0.75,0.25
day2_t3_complex_018,"Please review the attached third-party LLM model
vendor security assessments, our draft corporate AI usage policy, and our
engineering team's database integration schemas. Develop a formal AI Risk
Governance framework and security compliance roadmap that aligns our enterprise
model deployments with the EU AI Act (specifically high-risk classification
criteria) and NIST AI Risk Management Framework (RMF) 1.0, and draft a technical
annex containing risk-mitigation runbooks for our software engineers.",explicit,AI Governance,1,1,1,0.5,0.75
day2_t3_complex_019,"Our dev team built a customer support chatbot using OpenAI APIs and
fine-tuned it on some of our internal customer service transcripts. Here is our
customer-facing privacy policy and our SOC 2 Type II report, can you check if
we're violating our data handling obligations?",vague,AI Governance,0.75,1,0.75,0.5,0.5
day2_t3_complex_020,"Our product team just integrated real-time
customer data feeds into an unvetted Anthropic Claude API model for automated
response generation without telling legal, and now we have a SOC 2 audit
starting next week. We need to figure out our immediate regulatory liabilities
under GDPR and the EU AI Act, and draft a response to handle the auditor's data
governance questionnaires.",vague,AI Governance,1,1,1,1,0.25
day2_t3_fin_004,"Generate a multi-cloud FinOps strategy comparing our current AWS Savings Plans against Azure Reservation real-time pricing and GCP Committed Use Discounts, factoring in the latest egress fee changes and competitive benchmark data from Gartner.",explicit,FinOps,1,1,1,1,0.5
day2_t3_fin_009,"cloud bill is up 40% this month and the CTO is pissed, look at the attached CUR file and tell us what's eating the budget",vague,FinOps,0.75,0.75,0.75,0.5,0.25
day2_t3_fin_014,"Our Snowflake costs are out of control because of these huge queries from the data science team, so find out how other fintechs are setting up their warehouse monitors and what the current spot pricing is for high-compute instances on AWS vs Azure.",implicit,FinOps,1,0.75,1,1,0.5
day2_t3_gov_005,We have these 10 different LLM use cases across marketing and engineering and I need to know if they align with our internal data privacy policy and the latest NIST AI RMF guidelines before we scale them.,implicit,AI Governance,0.75,0.75,0.75,0.75,0.75
day2_t3_gov_010,Create a formal AI model registry and risk mitigation architecture that satisfies both the SOC 2 Type II AI criteria and the upcoming EU AI Act transparency requirements.,explicit,AI Governance,1,1,1,0.75,0.5
day2_t3_gov_015,"marketing just launched a chatbot that's hallucinating pricing, check the attached system prompts and the customer support logs to see if we're liable for the discounts it's promising",vague,AI Governance,1,1,1,0.5,0.5
day2_t3_hr_002,"the new EU AI Act just dropped and HR is saying our Workday talent prediction module might be high risk, what do we do?",vague,HR Tech,1,1,1,0.75,0.25
day2_t3_hr_007,"Review the attached employee handbook, the Q3 payroll audit, and the last three months of contractor invoices to produce a comprehensive misclassification risk assessment and remediation plan for our 1099 workers.",explicit,HR Tech,0.75,0.75,0.75,0.5,0.75
day2_t3_hr_012,We are merging with a firm in Germany and I need to know how their current SAP SuccessFactors payroll setup and labor union agreements in the attached PDF files will impact our global equity distribution policy.,implicit,HR Tech,0.75,0.75,0.75,0.5,0.75
day2_t3_hr_017,Draft a comprehensive bias mitigation and technical documentation report for our internal candidate ranking algorithm as required by the Illinois Artificial Intelligence Video Interview Act.,explicit,HR Tech,0.75,1,1,0.75,0.5
day2_t3_hr_020,someone leaked the diversity stats from our hiring tool on Twitter and now the legal department needs a full breakdown of why the algorithm is flagging certain zip codes,vague,HR Tech,1,1,0.75,0.75,0.25
day2_t3_mkt_001,"Based on the attached Google Analytics 4 export, the Meta Ads manager performance report, and our internal CRM conversion data, build a cross-channel attribution roadmap that accounts for the sunsetting of third-party cookies.",explicit,Marketing Tech,0.75,0.75,0.75,0.5,0.5
day2_t3_mkt_006,"Our AppsFlyer numbers don't match our bank account and the board wants a breakdown of current ad fraud rates in our region, how competitors are handling the latest Meta attribution changes, and the current legal liability for bot-driven spend.",vague,Marketing Tech,1,1,1,1,0.25
day2_t3_mkt_011,"Since Google started rolling out Privacy Sandbox, our retargeting efficiency on Chrome has tanked; I need to know how our competitors are pivoting their CDP strategies and what the current CPM floor looks like for cookieless traffic.",implicit,Marketing Tech,1,0.75,1,1,0.25
day2_t3_mkt_016,The transition from UA to GA4 has left a massive gap in our year-over-year revenue attribution; we need to reconcile the event-based tracking with our legacy session-based models without losing historical context for the upcoming budget cycle.,implicit,Marketing Tech,0.75,0.75,0.75,0.75,0.5
day2_t3_mkt_019,"Using the attached Adobe Experience Platform schemas and the last six months of customer journey data, figure out how we can share audience insights with retail partners while remaining HIPAA compliant.",implicit,Marketing Tech,1,1,1,0.5,0.75
day2_t3_sc_003,"Our freight costs for the APAC region are consistently 20% over budget despite using the new carrier rates, check the attached SAP Ariba logs and the global shipping manifests to see where the mismatch is happening.",implicit,Supply Chain,0.75,0.75,0.75,0.5,0.5
day2_t3_sc_008,The Red Sea situation is messing up our lead times and I need to know how this affects our inventory turnover targets across the EMEA warehouses compared to what our competitors are seeing.,implicit,Supply Chain,0.75,0.75,0.75,0.75,0.5
day2_t3_sc_013,Develop a multi-tier supplier sustainability roadmap that aligns with the German Supply Chain Due Diligence Act (LkSG) and incorporates real-time ESG ratings for our top 50 vendors.,explicit,Supply Chain,0.75,0.75,0.75,0.75,0.5
day2_t3_sc_018,"the customs broker is holding our shipments in Long Beach and says our HTS codes are wrong, go through the attached product specs and the last 3 years of shipping history to fix this",vague,Supply Chain,0.75,0.75,0.75,0.5,0.75
t1_001,how do I export a user list from okta,explicit,Security,0,0.25,0.25,0,0
t1_002,difference between aws savings plans and reserved instances?,explicit,FinOps,0.25,0.5,0.25,0,0
t1_003,hey can someone explain what databricks actually does?,vague,Data Engineering,0,0.25,0,0,0
t1_004,finance is asking why the snowflake bill doubled in march,implicit,FinOps,0.25,0.5,0.25,0,0
t1_005,summarize this jira ticket description for me,explicit,General Enterprise,0,0.25,0.25,0.25,0.25
t1_006,what is the difference between gpt-3.5 and gpt-4 in openai?,explicit,AI/LLM,0.25,0.5,0.25,0,0
t1_007,my github actions build keeps failing with an out of memory error,implicit,DevOps,0,0.5,0,0,0
t1_008,how to add a new contact in salesforce?,explicit,General Enterprise,0,0.25,0.25,0,0
t1_009,terraform vs cloudformation,vague,DevOps,0.25,0.25,0.25,0,0
t1_010,whats the cheapest aws region for s3?,vague,FinOps,0,0.25,0,0,0
t1_011,is there an outage with hubspot right now?,vague,System Integration,0,0.25,0,0,0
t1_012,marketing says their leads aren't syncing from hubspot to salesforce again,implicit,System Integration,0.25,0.5,0,0,0
t1_013,tell me what this error in my docker log means,explicit,DevOps,0,0.25,0,0.25,0.25
t1_014,how does a vector database differ from a sql one?,explicit,AI/LLM,0.25,0.5,0.25,0,0
t1_015,"this azure policy is blocking my resource group creation, why?",implicit,Cloud Infrastructure,0.25,0.25,0,0.25,0.25
t1_016,what is a prompt injection attack?,explicit,AI/LLM,0,0.5,0,0,0
t1_017,can you check this kubernetes yaml for simple syntax errors?,explicit,Cloud Infrastructure,0,0.5,0.25,0.25,0.25
t1_018,someone in accounting wants to know what rlhf stands for,implicit,AI/LLM,0,0,0,0,0
t1_019,why is my jenkins pipeline still pending?,vague,DevOps,0.25,0.25,0,0,0
t1_020,security team is bugging me about MFA in okta settings,implicit,Security,0.25,0.25,0,0,0
t1_021,ec2 vs eks,vague,Cloud Infrastructure,0.25,0.25,0.25,0,0
t1_022,how to create a pipeline in gcp dataflow,explicit,Data Engineering,0,0.5,0.25,0,0
t1_026,how do I change my profile picture in microsoft teams,explicit,General Enterprise,0,0.25,0.25,0,0
t1_027,the wifi on floor 3 is acting up again,vague,General Enterprise,0,0,0,0,0
t1_028,compare aws fargate and lambda for a small scheduled script,explicit,Cloud Infrastructure,0.25,0.5,0.25,0,0
t1_029,where do I find the holiday calendar for 2025,explicit,General Enterprise,0,0,0,0,0
t1_030,why is the marketing dashboard in tableau showing zero for last week,implicit,Data Engineering,0.25,0.5,0,0,0
t1_031,zoom vs teams for external webinars,vague,General Enterprise,0.25,0.25,0.25,0,0
t1_032,how to create a project in jira,explicit,General Enterprise,0,0.25,0.25,0,0
t1_033,is my password for okta the same as my laptop login,vague,Security,0,0.25,0,0,0
t1_034,can you check this sql code for any syntax errors,explicit,Data Engineering,0,0.25,0.25,0.25,0.25
t1_035,what does the status code 429 mean in the openai api,explicit,AI/LLM,0,0.5,0,0,0
t1_036,my laptop is making a loud buzzing sound from the fan,implicit,General Enterprise,0,0,0,0,0
t1_037,how do I rotate a secret in hashicorp vault,explicit,Security,0,0.5,0.25,0,0
t1_038,difference between aws s3 and ebs?,vague,Cloud Infrastructure,0.25,0.25,0.25,0,0
t1_039,the dev team is asking for admin access to the gcp project for staging,implicit,Security,0.25,0.25,0,0,0
t1_040,what is a token limit in an llm,explicit,AI/LLM,0,0.5,0,0,0
t1_041,hubspot lead sync,vague,System Integration,0,0.5,0,0,0
t1_042,how to add a new user to a slack channel,explicit,General Enterprise,0,0.25,0.25,0,0
t1_043,what is the default port for postgresql,explicit,Data Engineering,0,0.25,0,0,0
t1_044,is there an outage with azure active directory right now?,vague,Security,0,0.5,0,0,0
t1_045,summarize this email from hr about the new benefits package,explicit,General Enterprise,0,0,0.25,0.25,0.25
t1_046,can you explain this line from the aws bill attached?,implicit,FinOps,0.25,0.25,0,0.25,0.25
t1_047,how do I set up an out of office in outlook,explicit,General Enterprise,0,0.25,0.25,0,0
t1_048,github actions is slow,vague,DevOps,0.25,0.25,0,0,0
t1_049,what is the difference between a rds cluster and an instance?,explicit,Cloud Infrastructure,0.25,0.5,0.25,0,0
t1_050,can't access the staging server via ssh after the firewall update,implicit,DevOps,0.25,0.25,0,0,0
t1_051,how to add a collaborator in github,explicit,DevOps,0,0.25,0.25,0,0
t1_052,what is a p3 instance type in aws used for?,explicit,Cloud Infrastructure,0,0.25,0,0,0
t1_053,someone explain what docker actually does lol,vague,DevOps,0,0.25,0,0,0
t1_054,finance says the ec2 costs are spiking on the data team account,implicit,FinOps,0.25,0.25,0,0,0
t1_055,azure vs gcp for simple storage,vague,Cloud Infrastructure,0.25,0.25,0.25,0,0
t1_056,what is the difference between gpt-4o and gpt-4-turbo?,explicit,AI/LLM,0.25,0.5,0.25,0,0
t1_057,how to create a deal in salesforce,explicit,General Enterprise,0,0.25,0.25,0,0
t1_058,sales data is missing for the last two days in snowflake,implicit,Data Engineering,0.25,0.5,0,0,0
t1_059,difference between terraform plan and apply,vague,DevOps,0.25,0.25,0,0,0
t1_060,how to reset a user's MFA in okta,explicit,Security,0,0.25,0.25,0,0
t1_061,is snowflake cheaper than bigquery for small datasets?,vague,FinOps,0.25,0.5,0.25,0,0
t1_062,what is an okta master password?,explicit,Security,0,0.25,0,0,0
t1_063,the sap integration is failing on the nightly job,implicit,System Integration,0.25,0.5,0,0,0
t1_064,how do I generate a personal access token in github?,explicit,DevOps,0,0.25,0.25,0,0
t1_065,what is a p0 in jira?,vague,General Enterprise,0,0.25,0,0,0
t1_066,summarize this confluence page for me,explicit,General Enterprise,0,0.25,0.25,0.25,0.25
t1_067,how to create an ecr repository in aws,explicit,Cloud Infrastructure,0,0.25,0.25,0,0
t1_068,i think someone changed the s3 bucket permissions and now the site is down,implicit,Cloud Infrastructure,0.25,0.25,0,0,0
t1_069,difference between vertex ai and sagemaker?,vague,AI/LLM,0.25,0.5,0.25,0,0
t1_070,how to add a new lead in hubspot,explicit,System Integration,0,0.25,0.25,0,0
t1_071,why is the snowflake warehouse still running if no one is using it?,implicit,FinOps,0.25,0.5,0,0,0
t1_072,iam policy error,vague,Security,0.25,0.25,0,0,0
t1_073,what is the purpose of an rto in disaster recovery?,explicit,General Enterprise,0,0,0,0,0
t1_074,can you check this small json file for me?,implicit,General Enterprise,0,0,0,0.25,0.25
t1_075,what is the maximum context length for gpt-4o-mini?,explicit,AI/LLM,0,0.5,0,0,0
t1_076,what is an aws bucket policy?,explicit,Cloud Infrastructure,0,0.25,0,0,0
t1_077,someone setup a recursive trigger in lambda and the bill is insane,implicit,FinOps,0.25,0.5,0,0,0
t1_078,github vs gitlab?,vague,DevOps,0.25,0.25,0.25,0,0
t1_079,how to add a column in snowflake,explicit,Data Engineering,0,0.5,0.25,0,0
t1_080,is openai down for everyone,vague,AI/LLM,0,0.25,0,0,0
t1_081,help me with this dockerfile error,implicit,DevOps,0,0.25,0,0.25,0.25
t1_082,difference between salesforce leads and contacts,explicit,General Enterprise,0.25,0.25,0.25,0,0
t1_083,marketing leads are not flowing into hubspot from our site,implicit,System Integration,0.25,0.5,0,0,0
t1_084,why is temperature set to 0 in this config?,vague,AI/LLM,0.25,0.5,0,0.25,0.25
t1_085,what does a 403 error in aws s3 mean,explicit,Security,0,0.5,0,0,0
t1_086,jira subtasks vs stories,vague,General Enterprise,0.25,0.25,0.25,0,0
t1_087,the databricks job keeps timing out at the 1 hour mark,implicit,Data Engineering,0.25,0.5,0,0,0
t1_088,how to create a vpc in gcp,explicit,Cloud Infrastructure,0,0.25,0.25,0,0
t1_089,okta login loop,vague,Security,0,0.25,0,0,0
t1_090,can you summarize the notes from this meeting transcript?,explicit,General Enterprise,0,0,0.25,0.25,0.25
t1_091,my aws credits are almost gone and I don't know why,implicit,FinOps,0.25,0.25,0,0,0
t1_092,how to delete a branch in github,explicit,DevOps,0,0.25,0.25,0,0
t1_093,jenkins build fail again,vague,DevOps,0,0.25,0,0,0
t1_094,whats the limit for gpt-4 tokens,vague,AI/LLM,0,0.5,0,0,0
t1_095,my azure sql database is showing high cpu usage,implicit,Data Engineering,0.25,0.5,0.25,0,0
t1_096,how to invite a user to my salesforce org,explicit,General Enterprise,0,0.25,0.25,0,0
t1_097,webhook secret key check,vague,System Integration,0,0.25,0,0,0
t1_098,what is the cost of an m5.large instance in aws?,explicit,FinOps,0,0.25,0,0,0
t1_099,i need a quick summary of this hubspot dashboard screenshot,implicit,System Integration,0,0.5,0.25,0.25,0.25
t1_100,explain terraform state to a five year old,explicit,DevOps,0,0.25,0,0,0
t1_101,cloudtrail logs are taking up 50% of my storage costs,implicit,FinOps,0.25,0.5,0,0,0
t1_102,azure portal is so slow,vague,Cloud Infrastructure,0,0.25,0,0,0
t1_103,how to restart a failed task in kubernetes,explicit,Cloud Infrastructure,0,0.5,0.25,0,0
t1_104,why is the bot responding with I am an AI in our internal slack?,implicit,AI/LLM,0.25,0.5,0,0,0
t1_105,okta vs azure ad?,vague,Security,0.25,0.5,0.25,0,0
t2_001,"Write an enterprise framework for establishing Unit Economics across our SaaS product lines, aligning with the FinOps Foundation standards. Detail how to define cost allocation metadata, track cost-per-active-user, and build dashboards for engineering directors.",explicit,FinOps,0.5,0.75,0.75,0,0.25
t2_002,"Draft an AWS tagging migration plan based on the shared resource CSV. I have attached the list of our 150 untagged ec2 and rds resources with their owner fields. The plan should outline the phased approach for updating non-compliant resources, define mandatory tag keys, and outline the validation scripts needed.",explicit,FinOps,0.5,0.5,0.5,0.25,0.5
t2_003,"We are scaling our deep learning inference jobs on Kubernetes and our cloud bills are exploding because of massive GPU waste. Developers are spawning notebooks and keeping them idle, while prod autoscaling is lagging. How can we align our engineering teams to track cost per inference and implement automated shutdown schedules without breaking our deployment velocity?",implicit,FinOps,0.75,0.5,0.75,0,0.25
t2_004,"cloud costs are insane again, we need someone to sort this out",vague,FinOps,0.5,0.5,0.5,0,0.25
t2_005,"Write a Terraform provisioning spec for a highly-available EKS cluster across three availability zones, including private subnets, node groups with auto-scaling, and VPC peering configurations.",explicit,Cloud Infrastructure,0.5,0.5,0.5,0,0.25
t2_006,"Draft a multi-region migration roadmap document for our core PostgreSQL databases currently running on-premise, outlining the replication strategy, cutover plan, and rollback procedures to minimize downtime.",explicit,Cloud Infrastructure,0.75,0.5,0.75,0,0.25
t2_007,Our leadership wants to migrate our primary transactional workload from AWS RDS to Azure SQL because of a new enterprise agreement. We need to maintain our current uptime SLAs and ensure our database replication remains secure across both clouds during the transition phase. I've attached our current network diagram. What are the key architecture changes and risks we need to address?,implicit,Cloud Infrastructure,0.5,0.5,0.5,0.25,0.25
t2_008,Our application performance is tanking during peak traffic hours because our legacy Linux VMs are CPU-throttled and the disk I/O on our database instances is hitting IOPS limits. Users are complaining about timeout errors on checkout. How can we restructure our server layout and storage tiers on AWS to handle this load dynamically?,implicit,Cloud Infrastructure,0.5,0.5,0.5,0,0.25
t2_009,"Draft an enterprise policy for using third-party LLM APIs in our software development lifecycle, aligning with EU AI Act compliance standards. Cover developer approval workflows, risk categorization, and data retention guidelines.",explicit,AI Governance,0.75,0.75,0.75,0,0.25
t2_010,"Several engineers have been paste-testing proprietary source code and client database schemas into public AI assistants to debug errors. Our leadership is terrified of data leaks and IP infringement. I've attached our internal code review snippets where this was flagged, along with our current corporate data storage regulations. How can we establish technical guardrails and developer approvals to protect our IP while still letting teams use generative AI?",implicit,AI Governance,0.75,0.5,0.5,0.25,0.5
t2_011,"someone told me we need an ai register for compliance, is that real? what does it look like",vague,AI Governance,0.5,0.5,0.5,0,0.25
t2_012,"Write a security hardening guide based on CIS Benchmarks Level 2 for our Ubuntu 22.04 LTS golden images, including explicit configurations for SSH access, firewall rules, and auditd logging.",explicit,Security,0.5,0.75,0.75,0,0.25
t2_013,"Our external auditors just completed an initial gap assessment for our upcoming SOC 2 Type II audit, and they flagged major issues around how we revoke access for terminated employees and how we review administrative privileges on AWS and GitHub. How do we design an audit-ready review cycle and automatic offboarding system to satisfy these controls?",implicit,Security,0.75,0.75,0.75,0,0.25
t2_014,"compliance team is on our case about access controls, need help",vague,Security,0.5,0.5,0.5,0,0.25
t2_015,"Create a database schema migration spec to move our transactional data warehouse from a legacy PostgreSQL instance to Snowflake, detailing data type mappings, historical load phases, and validation checks.",explicit,Data Engineering,0.5,0.5,0.75,0,0.25
t2_016,"Our daily batch data loading job in Snowflake is failing with out-of-memory errors on our medium warehouse. I've pasted the execution log below:
[2024-11-12 04:12:15] ERROR: Query execution exceeded resource limit (OOM) on step 'HashJoin'.
And here is the SQL query:
SELECT * FROM daily_transactions t JOIN customer_master c ON t.cust_id = c.id WHERE t.load_date = CURRENT_DATE();
How should we optimize the clustering keys and query join logic to prevent this failure?",implicit,Data Engineering,0.5,0.5,0.5,0.25,0.5
t2_017,"We are merging customer profiles from our legacy Oracle CRM and our new Salesforce instance, but the data schemas are completely different and we have massive duplicates. Furthermore, we must ensure that any customer who has requested data erasure under GDPR is completely scrubbed from the final merged warehouse. I've uploaded the schema mapping file showing both table structures. How should we execute this merge while maintaining compliance?",implicit,Data Engineering,0.75,0.5,0.75,0.25,0.5
t2_018,"Write an integration spec for synchronizing Jira software tickets with ServiceNow incident management, including API authentication methods, webhook configurations, and dynamic field mapping tables.",explicit,System Integration,0.5,0.5,0.5,0,0.25
t2_019,"Our Salesforce sync to our SQL Server warehouse is failing to capture real-time updates for customer contact fields, resulting in sales agents calling outdated numbers. I have attached the current integration script we run via Cron. How do we switch this to an event-driven mechanism to prevent these data discrepancies?",implicit,System Integration,0.5,0.5,0.5,0.25,0.25
t2_020,"API integrations are breaking every time we push an update, need ideas",vague,System Integration,0.5,0.5,0.5,0,0.25
t2_021,"Draft a DevOps runbook for configuring automated Canary deployments using ArgoCD and Prometheus metrics, including concrete rollback criteria and Slack notification configurations.",explicit,DevOps,0.5,0.5,0.5,0,0.25
t2_022,"Our machine learning team is spending thousands of dollars on training runs on SageMaker, but half the time we don't know which dataset version produced which model, making it impossible to debug performance regressions in production. I've attached our current training configuration YAML file. How can we integrate metadata tracking and automate cost controls during the training phase?",implicit,DevOps,0.75,0.5,0.75,0.25,0.5
t2_023,"devs keep pushing broken builds to prod, its a mess",vague,DevOps,0.5,0.5,0.5,0,0.25
t2_024,"Create a formal Disaster Recovery proposal for our core enterprise payment processing system, aligning with ISO 22301 standards. Detail our Recovery Time Objectives (RTO), Recovery Point Objectives (RPO), failover testing procedures, and communication trees.",explicit,General Enterprise,0.75,0.75,0.75,0,0.25
t2_025,"We need to expand our SaaS platform to serve enterprise customers in Germany, but our current infrastructure is hosted in AWS US-East-1 and our security team is raising major concerns about compliance with GDPR's data transfer requirements. I've attached our data flow diagram showing how user PII currently traverses our API. How do we resolve these residency issues without maintaining two completely independent application codebases?",implicit,General Enterprise,0.75,0.75,0.75,0.25,0.5
t2_026,"Create a formal framework for establishing Unit Economics across our SaaS product lines, aligning with the FinOps Foundation standards. Detail how we should define cost allocation metadata, track cost-per-active-user, and build dashboards for engineering directors.",explicit,FinOps,0.5,0.75,0.75,0,0.25
t2_027,"We are running a massive deep learning inference cluster on Kubernetes, and our cloud bills are skyrocketing due to idle GPUs. Engineering teams are spinning up notebook servers and leaving them running over the weekend, while production auto-scaling is lagging. How can we align our teams to track cost per inference and set up automated lifecycle routines to stop this waste without killing developer velocity?",implicit,FinOps,0.75,0.5,0.75,0,0.25
t2_028,Our executive leadership wants to move our transaction database from AWS RDS over to Azure SQL because of a new enterprise licensing deal. We have to keep our active-active replication secure across both clouds during the cutover window and maintain our 99.99% uptime SLA. I've attached our current network setup diagram. What are the key architecture updates and operational hazards we have to map out?,implicit,Cloud Infrastructure,0.5,0.5,0.5,0.25,0.25
