id,prompt,intent,task_type,reasoning_chain_detected,d1,d2,d3,d4,d5,complexity_score,tier,complexity,original_complexity,research_signals,confidence,low_confidence_flag,task_description,expected_answer,prompting_techniques,prompt_type,phrasing_style,domain,source
aug_v3_t3_075,"Summarize the attached executive packet for GenAI vendor selection, then turn it into a board-ready brief. The packet covers RFP scoring, legal review, data retention, and deployment architecture. Include key decisions, unresolved risks, evidence gaps, and recommended next actions. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 5: emphasize governance controls.",STRATEGIC,summarisation,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_076,"Classify the following portfolio items for GenAI vendor selection into risk tiers and investment priorities. Explain the criteria and apply them to examples involving RFP scoring, legal review, data retention, and deployment architecture. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 6: emphasize operating model.",STRATEGIC,classification,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_077,"Generate SPARQL queries for a knowledge graph about GenAI vendor selection. The ontology includes vendors, controls, risks, systems, owners, and evidence related to RFP scoring, legal review, data retention, and deployment architecture. Include prefixes and explain each query. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 7: emphasize risk quantification.",SYNTHETIC,sparql_generation,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_078,"Create a complete implementation package for GenAI vendor selection. It must include an executive summary, target-state architecture, operating model, roadmap, RACI, risk register, and migration plan covering RFP scoring, legal review, data retention, and deployment architecture. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 8: emphasize vendor tradeoffs.",STRATEGIC,generation,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_079,"Design Python pseudocode and SQL validation checks for GenAI vendor selection. The solution must process governance evidence, score risk, generate audit-ready reports, and handle edge cases involving RFP scoring, legal review, data retention, and deployment architecture. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 9: emphasize timeline sequencing.",STRATEGIC,coding,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_080,"Reformat the raw policy notes for GenAI vendor selection into a strict JSON schema plus a markdown executive summary. Preserve all controls, exceptions, owners, dates, and evidence fields related to RFP scoring, legal review, data retention, and deployment architecture. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 10: emphasize governance controls.",STRATEGIC,formatting,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_081,"Classify the following portfolio items for IoT factory optimization into risk tiers and investment priorities. Explain the criteria and apply them to examples involving edge telemetry, PLC reliability, maintenance windows, and safety controls. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 1: emphasize operating model.",STRATEGIC,classification,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_082,"Generate SPARQL queries for a knowledge graph about IoT factory optimization. The ontology includes vendors, controls, risks, systems, owners, and evidence related to edge telemetry, PLC reliability, maintenance windows, and safety controls. Include prefixes and explain each query. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 2: emphasize risk quantification.",SYNTHETIC,sparql_generation,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_083,"Create a complete implementation package for IoT factory optimization. It must include an executive summary, target-state architecture, operating model, roadmap, RACI, risk register, and migration plan covering edge telemetry, PLC reliability, maintenance windows, and safety controls. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 3: emphasize vendor tradeoffs.",STRATEGIC,generation,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_084,"Design Python pseudocode and SQL validation checks for IoT factory optimization. The solution must process governance evidence, score risk, generate audit-ready reports, and handle edge cases involving edge telemetry, PLC reliability, maintenance windows, and safety controls. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 4: emphasize timeline sequencing.",STRATEGIC,coding,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_085,"Reformat the raw policy notes for IoT factory optimization into a strict JSON schema plus a markdown executive summary. Preserve all controls, exceptions, owners, dates, and evidence fields related to edge telemetry, PLC reliability, maintenance windows, and safety controls. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 5: emphasize governance controls.",STRATEGIC,formatting,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_086,"Design a strategic recommendation for IoT factory optimization. The board needs a decision memo that synthesizes edge telemetry, PLC reliability, maintenance windows, and safety controls. Include options, tradeoffs, phased risks, success metrics, and a final recommendation. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 6: emphasize operating model.",STRATEGIC,reasoning,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_087,"Summarize the attached executive packet for IoT factory optimization, then turn it into a board-ready brief. The packet covers edge telemetry, PLC reliability, maintenance windows, and safety controls. Include key decisions, unresolved risks, evidence gaps, and recommended next actions. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 7: emphasize risk quantification.",SYNTHETIC,summarisation,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_088,"Classify the following portfolio items for IoT factory optimization into risk tiers and investment priorities. Explain the criteria and apply them to examples involving edge telemetry, PLC reliability, maintenance windows, and safety controls. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 8: emphasize vendor tradeoffs.",STRATEGIC,classification,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_089,"Generate SPARQL queries for a knowledge graph about IoT factory optimization. The ontology includes vendors, controls, risks, systems, owners, and evidence related to edge telemetry, PLC reliability, maintenance windows, and safety controls. Include prefixes and explain each query. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 9: emphasize timeline sequencing.",STRATEGIC,sparql_generation,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_090,"Create a complete implementation package for IoT factory optimization. It must include an executive summary, target-state architecture, operating model, roadmap, RACI, risk register, and migration plan covering edge telemetry, PLC reliability, maintenance windows, and safety controls. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 10: emphasize governance controls.",STRATEGIC,generation,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""cloud_infrastructure"", ""system_integration""]",,False,Phase2-style T3 prompt for IoT factory optimization,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_091,"Design a strategic recommendation for regulatory reporting automation. The board needs a decision memo that synthesizes SOX controls, evidence collection, workflow approvals, and audit trails. Include options, tradeoffs, phased risks, success metrics, and a final recommendation. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 1: emphasize operating model.",STRATEGIC,reasoning,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_092,"Summarize the attached executive packet for regulatory reporting automation, then turn it into a board-ready brief. The packet covers SOX controls, evidence collection, workflow approvals, and audit trails. Include key decisions, unresolved risks, evidence gaps, and recommended next actions. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 2: emphasize risk quantification.",SYNTHETIC,summarisation,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_093,"Classify the following portfolio items for regulatory reporting automation into risk tiers and investment priorities. Explain the criteria and apply them to examples involving SOX controls, evidence collection, workflow approvals, and audit trails. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 3: emphasize vendor tradeoffs.",STRATEGIC,classification,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_094,"Generate SPARQL queries for a knowledge graph about regulatory reporting automation. The ontology includes vendors, controls, risks, systems, owners, and evidence related to SOX controls, evidence collection, workflow approvals, and audit trails. Include prefixes and explain each query. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 4: emphasize timeline sequencing.",STRATEGIC,sparql_generation,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_095,"Create a complete implementation package for regulatory reporting automation. It must include an executive summary, target-state architecture, operating model, roadmap, RACI, risk register, and migration plan covering SOX controls, evidence collection, workflow approvals, and audit trails. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 5: emphasize governance controls.",STRATEGIC,generation,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_096,"Design Python pseudocode and SQL validation checks for regulatory reporting automation. The solution must process governance evidence, score risk, generate audit-ready reports, and handle edge cases involving SOX controls, evidence collection, workflow approvals, and audit trails. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 6: emphasize operating model.",STRATEGIC,coding,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_097,"Reformat the raw policy notes for regulatory reporting automation into a strict JSON schema plus a markdown executive summary. Preserve all controls, exceptions, owners, dates, and evidence fields related to SOX controls, evidence collection, workflow approvals, and audit trails. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 7: emphasize risk quantification.",SYNTHETIC,formatting,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_098,"Design a strategic recommendation for regulatory reporting automation. The board needs a decision memo that synthesizes SOX controls, evidence collection, workflow approvals, and audit trails. Include options, tradeoffs, phased risks, success metrics, and a final recommendation. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 8: emphasize vendor tradeoffs.",STRATEGIC,reasoning,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_099,"Summarize the attached executive packet for regulatory reporting automation, then turn it into a board-ready brief. The packet covers SOX controls, evidence collection, workflow approvals, and audit trails. Include key decisions, unresolved risks, evidence gaps, and recommended next actions. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 9: emphasize timeline sequencing.",STRATEGIC,summarisation,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_100,"Classify the following portfolio items for regulatory reporting automation into risk tiers and investment priorities. Explain the criteria and apply them to examples involving SOX controls, evidence collection, workflow approvals, and audit trails. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 10: emphasize governance controls.",STRATEGIC,classification,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""regulatory_compliance"", ""system_integration""]",,False,Phase2-style T3 prompt for regulatory reporting automation,,,AUGMENTED_T3,,,aug_v3
aug_v3_boundary_t2_001,"Analyze cloud cost anomaly review. Use the provided context about AWS spend, unused EBS volumes, and simple owner follow-up. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for cloud cost anomaly review,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_001,"Analyze cloud cost anomaly review. Use the provided context about AWS spend, unused EBS volumes, and simple owner follow-up. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""finops"", ""cloud_infrastructure""]",,False,T3 boundary case for cloud cost anomaly review,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_002,"Analyze cloud cost anomaly review. Use the provided context about AWS spend, unused EBS volumes, and simple owner follow-up. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for cloud cost anomaly review,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_002,"Analyze cloud cost anomaly review. Use the provided context about AWS spend, unused EBS volumes, and simple owner follow-up. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""finops"", ""cloud_infrastructure""]",,False,T3 boundary case for cloud cost anomaly review,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_003,"Analyze cloud cost anomaly review. Use the provided context about AWS spend, unused EBS volumes, and simple owner follow-up. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for cloud cost anomaly review,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_003,"Analyze cloud cost anomaly review. Use the provided context about AWS spend, unused EBS volumes, and simple owner follow-up. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""finops"", ""cloud_infrastructure""]",,False,T3 boundary case for cloud cost anomaly review,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_004,"Analyze vendor security exception. Use the provided context about SOC 2 gap, compensating controls, and renewal decision. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for vendor security exception,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_004,"Analyze vendor security exception. Use the provided context about SOC 2 gap, compensating controls, and renewal decision. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""security"", ""vendor_analysis""]",,False,T3 boundary case for vendor security exception,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_005,"Analyze vendor security exception. Use the provided context about SOC 2 gap, compensating controls, and renewal decision. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for vendor security exception,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_005,"Analyze vendor security exception. Use the provided context about SOC 2 gap, compensating controls, and renewal decision. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""security"", ""vendor_analysis""]",,False,T3 boundary case for vendor security exception,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_006,"Analyze vendor security exception. Use the provided context about SOC 2 gap, compensating controls, and renewal decision. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for vendor security exception,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_006,"Analyze vendor security exception. Use the provided context about SOC 2 gap, compensating controls, and renewal decision. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""security"", ""vendor_analysis""]",,False,T3 boundary case for vendor security exception,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_007,"Analyze data pipeline reliability. Use the provided context about late-arriving events, dashboard SLAs, and owner escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for data pipeline reliability,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_007,"Analyze data pipeline reliability. Use the provided context about late-arriving events, dashboard SLAs, and owner escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""data_engineering""]",,False,T3 boundary case for data pipeline reliability,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_008,"Analyze data pipeline reliability. Use the provided context about late-arriving events, dashboard SLAs, and owner escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for data pipeline reliability,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_008,"Analyze data pipeline reliability. Use the provided context about late-arriving events, dashboard SLAs, and owner escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""data_engineering""]",,False,T3 boundary case for data pipeline reliability,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_009,"Analyze data pipeline reliability. Use the provided context about late-arriving events, dashboard SLAs, and owner escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for data pipeline reliability,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_009,"Analyze data pipeline reliability. Use the provided context about late-arriving events, dashboard SLAs, and owner escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""data_engineering""]",,False,T3 boundary case for data pipeline reliability,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_010,"Analyze HR AI screening workflow. Use the provided context about bias monitoring, appeal routing, and regional policy. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for HR AI screening workflow,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_010,"Analyze HR AI screening workflow. Use the provided context about bias monitoring, appeal routing, and regional policy. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""hr_tech"", ""ai_governance""]",,False,T3 boundary case for HR AI screening workflow,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_011,"Analyze HR AI screening workflow. Use the provided context about bias monitoring, appeal routing, and regional policy. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for HR AI screening workflow,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_011,"Analyze HR AI screening workflow. Use the provided context about bias monitoring, appeal routing, and regional policy. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""hr_tech"", ""ai_governance""]",,False,T3 boundary case for HR AI screening workflow,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_012,"Analyze HR AI screening workflow. Use the provided context about bias monitoring, appeal routing, and regional policy. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for HR AI screening workflow,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_012,"Analyze HR AI screening workflow. Use the provided context about bias monitoring, appeal routing, and regional policy. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""hr_tech"", ""ai_governance""]",,False,T3 boundary case for HR AI screening workflow,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_013,"Analyze supply chain dashboard. Use the provided context about supplier delays, logistics alerts, and inventory thresholds. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for supply chain dashboard,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_013,"Analyze supply chain dashboard. Use the provided context about supplier delays, logistics alerts, and inventory thresholds. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""supply_chain""]",,False,T3 boundary case for supply chain dashboard,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_014,"Analyze supply chain dashboard. Use the provided context about supplier delays, logistics alerts, and inventory thresholds. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for supply chain dashboard,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_014,"Analyze supply chain dashboard. Use the provided context about supplier delays, logistics alerts, and inventory thresholds. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""supply_chain""]",,False,T3 boundary case for supply chain dashboard,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_015,"Analyze supply chain dashboard. Use the provided context about supplier delays, logistics alerts, and inventory thresholds. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for supply chain dashboard,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_015,"Analyze supply chain dashboard. Use the provided context about supplier delays, logistics alerts, and inventory thresholds. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""supply_chain""]",,False,T3 boundary case for supply chain dashboard,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_016,"Analyze DevOps release governance. Use the provided context about failed deployments, rollback policy, and SRE escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for DevOps release governance,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
