id,prompt,phrasing_style,domain,d1,d2,d3,d4,d5
day2_t3_sc_008,The Red Sea situation is messing up our lead times and I need to know how this affects our inventory turnover targets across the EMEA warehouses compared to what our competitors are seeing.,implicit,Supply Chain,0.75,0.75,0.75,0.75,0.5
day2_t3_sc_013,Develop a multi-tier supplier sustainability roadmap that aligns with the German Supply Chain Due Diligence Act (LkSG) and incorporates real-time ESG ratings for our top 50 vendors.,explicit,Supply Chain,0.75,0.75,0.75,0.75,0.5
day2_t3_sc_018,"the customs broker is holding our shipments in Long Beach and says our HTS codes are wrong, go through the attached product specs and the last 3 years of shipping history to fix this",vague,Supply Chain,0.75,0.75,0.75,0.5,0.75
t1_001,how do I export a user list from okta,explicit,Security,0.0,0.25,0.25,0.0,0.0
t1_002,difference between aws savings plans and reserved instances?,explicit,FinOps,0.25,0.5,0.25,0.0,0.0
t1_003,hey can someone explain what databricks actually does?,vague,Data Engineering,0.0,0.25,0.0,0.0,0.0
t1_004,finance is asking why the snowflake bill doubled in march,implicit,FinOps,0.25,0.5,0.25,0.0,0.0
t1_005,summarize this jira ticket description for me,explicit,General Enterprise,0.0,0.25,0.25,0.25,0.25
t1_006,what is the difference between gpt-3.5 and gpt-4 in openai?,explicit,AI/LLM,0.25,0.5,0.25,0.0,0.0
t1_007,my github actions build keeps failing with an out of memory error,implicit,DevOps,0.0,0.5,0.0,0.0,0.0
t1_008,how to add a new contact in salesforce?,explicit,General Enterprise,0.0,0.25,0.25,0.0,0.0
t1_009,terraform vs cloudformation,vague,DevOps,0.25,0.25,0.25,0.0,0.0
t1_010,whats the cheapest aws region for s3?,vague,FinOps,0.0,0.25,0.0,0.0,0.0
t1_011,is there an outage with hubspot right now?,vague,System Integration,0.0,0.25,0.0,0.0,0.0
t1_012,marketing says their leads aren't syncing from hubspot to salesforce again,implicit,System Integration,0.25,0.5,0.0,0.0,0.0
t1_013,tell me what this error in my docker log means,explicit,DevOps,0.0,0.25,0.0,0.25,0.25
t1_014,how does a vector database differ from a sql one?,explicit,AI/LLM,0.25,0.5,0.25,0.0,0.0
t1_015,"this azure policy is blocking my resource group creation, why?",implicit,Cloud Infrastructure,0.25,0.25,0.0,0.25,0.25
t1_016,what is a prompt injection attack?,explicit,AI/LLM,0.0,0.5,0.0,0.0,0.0
t1_017,can you check this kubernetes yaml for simple syntax errors?,explicit,Cloud Infrastructure,0.0,0.5,0.25,0.25,0.25
t1_018,someone in accounting wants to know what rlhf stands for,implicit,AI/LLM,0.0,0.0,0.0,0.0,0.0
t1_019,why is my jenkins pipeline still pending?,vague,DevOps,0.25,0.25,0.0,0.0,0.0
t1_020,security team is bugging me about MFA in okta settings,implicit,Security,0.25,0.25,0.0,0.0,0.0
t1_021,ec2 vs eks,vague,Cloud Infrastructure,0.25,0.25,0.25,0.0,0.0
t1_022,how to create a pipeline in gcp dataflow,explicit,Data Engineering,0.0,0.5,0.25,0.0,0.0
t1_026,how do I change my profile picture in microsoft teams,explicit,General Enterprise,0.0,0.25,0.25,0.0,0.0
t1_027,the wifi on floor 3 is acting up again,vague,General Enterprise,0.0,0.0,0.0,0.0,0.0
t1_028,compare aws fargate and lambda for a small scheduled script,explicit,Cloud Infrastructure,0.25,0.5,0.25,0.0,0.0
t1_029,where do I find the holiday calendar for 2025,explicit,General Enterprise,0.0,0.0,0.0,0.0,0.0
t1_030,why is the marketing dashboard in tableau showing zero for last week,implicit,Data Engineering,0.25,0.5,0.0,0.0,0.0
t1_031,zoom vs teams for external webinars,vague,General Enterprise,0.25,0.25,0.25,0.0,0.0
t1_032,how to create a project in jira,explicit,General Enterprise,0.0,0.25,0.25,0.0,0.0
t1_033,is my password for okta the same as my laptop login,vague,Security,0.0,0.25,0.0,0.0,0.0
t1_034,can you check this sql code for any syntax errors,explicit,Data Engineering,0.0,0.25,0.25,0.25,0.25
t1_035,what does the status code 429 mean in the openai api,explicit,AI/LLM,0.0,0.5,0.0,0.0,0.0
t1_036,my laptop is making a loud buzzing sound from the fan,implicit,General Enterprise,0.0,0.0,0.0,0.0,0.0
t1_037,how do I rotate a secret in hashicorp vault,explicit,Security,0.0,0.5,0.25,0.0,0.0
t1_038,difference between aws s3 and ebs?,vague,Cloud Infrastructure,0.25,0.25,0.25,0.0,0.0
t1_039,the dev team is asking for admin access to the gcp project for staging,implicit,Security,0.25,0.25,0.0,0.0,0.0
t1_040,what is a token limit in an llm,explicit,AI/LLM,0.0,0.5,0.0,0.0,0.0
t1_041,hubspot lead sync,vague,System Integration,0.0,0.5,0.0,0.0,0.0
t1_042,how to add a new user to a slack channel,explicit,General Enterprise,0.0,0.25,0.25,0.0,0.0
t1_043,what is the default port for postgresql,explicit,Data Engineering,0.0,0.25,0.0,0.0,0.0
t1_044,is there an outage with azure active directory right now?,vague,Security,0.0,0.5,0.0,0.0,0.0
t1_045,summarize this email from hr about the new benefits package,explicit,General Enterprise,0.0,0.0,0.25,0.25,0.25
t1_046,can you explain this line from the aws bill attached?,implicit,FinOps,0.25,0.25,0.0,0.25,0.25
t1_047,how do I set up an out of office in outlook,explicit,General Enterprise,0.0,0.25,0.25,0.0,0.0
t1_048,github actions is slow,vague,DevOps,0.25,0.25,0.0,0.0,0.0
t1_049,what is the difference between a rds cluster and an instance?,explicit,Cloud Infrastructure,0.25,0.5,0.25,0.0,0.0
t1_050,can't access the staging server via ssh after the firewall update,implicit,DevOps,0.25,0.25,0.0,0.0,0.0
t1_051,how to add a collaborator in github,explicit,DevOps,0.0,0.25,0.25,0.0,0.0
t1_052,what is a p3 instance type in aws used for?,explicit,Cloud Infrastructure,0.0,0.25,0.0,0.0,0.0
t1_053,someone explain what docker actually does lol,vague,DevOps,0.0,0.25,0.0,0.0,0.0
t1_054,finance says the ec2 costs are spiking on the data team account,implicit,FinOps,0.25,0.25,0.0,0.0,0.0
t1_055,azure vs gcp for simple storage,vague,Cloud Infrastructure,0.25,0.25,0.25,0.0,0.0
t1_056,what is the difference between gpt-4o and gpt-4-turbo?,explicit,AI/LLM,0.25,0.5,0.25,0.0,0.0
t1_057,how to create a deal in salesforce,explicit,General Enterprise,0.0,0.25,0.25,0.0,0.0
t1_058,sales data is missing for the last two days in snowflake,implicit,Data Engineering,0.25,0.5,0.0,0.0,0.0
t1_059,difference between terraform plan and apply,vague,DevOps,0.25,0.25,0.0,0.0,0.0
t1_060,how to reset a user's MFA in okta,explicit,Security,0.0,0.25,0.25,0.0,0.0
t1_061,is snowflake cheaper than bigquery for small datasets?,vague,FinOps,0.25,0.5,0.25,0.0,0.0
t1_062,what is an okta master password?,explicit,Security,0.0,0.25,0.0,0.0,0.0
t1_063,the sap integration is failing on the nightly job,implicit,System Integration,0.25,0.5,0.0,0.0,0.0
t1_064,how do I generate a personal access token in github?,explicit,DevOps,0.0,0.25,0.25,0.0,0.0
t1_065,what is a p0 in jira?,vague,General Enterprise,0.0,0.25,0.0,0.0,0.0
t1_066,summarize this confluence page for me,explicit,General Enterprise,0.0,0.25,0.25,0.25,0.25
t1_067,how to create an ecr repository in aws,explicit,Cloud Infrastructure,0.0,0.25,0.25,0.0,0.0
t1_068,i think someone changed the s3 bucket permissions and now the site is down,implicit,Cloud Infrastructure,0.25,0.25,0.0,0.0,0.0
t1_069,difference between vertex ai and sagemaker?,vague,AI/LLM,0.25,0.5,0.25,0.0,0.0
t1_070,how to add a new lead in hubspot,explicit,System Integration,0.0,0.25,0.25,0.0,0.0
t1_071,why is the snowflake warehouse still running if no one is using it?,implicit,FinOps,0.25,0.5,0.0,0.0,0.0
t1_072,iam policy error,vague,Security,0.25,0.25,0.0,0.0,0.0
t1_073,what is the purpose of an rto in disaster recovery?,explicit,General Enterprise,0.0,0.0,0.0,0.0,0.0
t1_074,can you check this small json file for me?,implicit,General Enterprise,0.0,0.0,0.0,0.25,0.25
t1_075,what is the maximum context length for gpt-4o-mini?,explicit,AI/LLM,0.0,0.5,0.0,0.0,0.0
t1_076,what is an aws bucket policy?,explicit,Cloud Infrastructure,0.0,0.25,0.0,0.0,0.0
t1_077,someone setup a recursive trigger in lambda and the bill is insane,implicit,FinOps,0.25,0.5,0.0,0.0,0.0
t1_078,github vs gitlab?,vague,DevOps,0.25,0.25,0.25,0.0,0.0
t1_079,how to add a column in snowflake,explicit,Data Engineering,0.0,0.5,0.25,0.0,0.0
t1_080,is openai down for everyone,vague,AI/LLM,0.0,0.25,0.0,0.0,0.0
t1_081,help me with this dockerfile error,implicit,DevOps,0.0,0.25,0.0,0.25,0.25
t1_082,difference between salesforce leads and contacts,explicit,General Enterprise,0.25,0.25,0.25,0.0,0.0
t1_083,marketing leads are not flowing into hubspot from our site,implicit,System Integration,0.25,0.5,0.0,0.0,0.0
t1_084,why is temperature set to 0 in this config?,vague,AI/LLM,0.25,0.5,0.0,0.25,0.25
t1_085,what does a 403 error in aws s3 mean,explicit,Security,0.0,0.5,0.0,0.0,0.0
t1_086,jira subtasks vs stories,vague,General Enterprise,0.25,0.25,0.25,0.0,0.0
t1_087,the databricks job keeps timing out at the 1 hour mark,implicit,Data Engineering,0.25,0.5,0.0,0.0,0.0
t1_088,how to create a vpc in gcp,explicit,Cloud Infrastructure,0.0,0.25,0.25,0.0,0.0
t1_089,okta login loop,vague,Security,0.0,0.25,0.0,0.0,0.0
t1_090,can you summarize the notes from this meeting transcript?,explicit,General Enterprise,0.0,0.0,0.25,0.25,0.25
t1_091,my aws credits are almost gone and I don't know why,implicit,FinOps,0.25,0.25,0.0,0.0,0.0
t1_092,how to delete a branch in github,explicit,DevOps,0.0,0.25,0.25,0.0,0.0
t1_093,jenkins build fail again,vague,DevOps,0.0,0.25,0.0,0.0,0.0
t1_094,whats the limit for gpt-4 tokens,vague,AI/LLM,0.0,0.5,0.0,0.0,0.0
t1_095,my azure sql database is showing high cpu usage,implicit,Data Engineering,0.25,0.5,0.25,0.0,0.0
t1_096,how to invite a user to my salesforce org,explicit,General Enterprise,0.0,0.25,0.25,0.0,0.0
t1_097,webhook secret key check,vague,System Integration,0.0,0.25,0.0,0.0,0.0
t1_098,what is the cost of an m5.large instance in aws?,explicit,FinOps,0.0,0.25,0.0,0.0,0.0
t1_099,i need a quick summary of this hubspot dashboard screenshot,implicit,System Integration,0.0,0.5,0.25,0.25,0.25
t1_100,explain terraform state to a five year old,explicit,DevOps,0.0,0.25,0.0,0.0,0.0
t1_101,cloudtrail logs are taking up 50% of my storage costs,implicit,FinOps,0.25,0.5,0.0,0.0,0.0
t1_102,azure portal is so slow,vague,Cloud Infrastructure,0.0,0.25,0.0,0.0,0.0
t1_103,how to restart a failed task in kubernetes,explicit,Cloud Infrastructure,0.0,0.5,0.25,0.0,0.0
t1_104,why is the bot responding with I am an AI in our internal slack?,implicit,AI/LLM,0.25,0.5,0.0,0.0,0.0
t1_105,okta vs azure ad?,vague,Security,0.25,0.5,0.25,0.0,0.0
t2_001,"Write an enterprise framework for establishing Unit Economics across our SaaS product lines, aligning with the FinOps Foundation standards. Detail how to define cost allocation metadata, track cost-per-active-user, and build dashboards for engineering directors.",explicit,FinOps,0.5,0.75,0.75,0.0,0.25
t2_002,"Draft an AWS tagging migration plan based on the shared resource CSV. I have attached the list of our 150 untagged ec2 and rds resources with their owner fields. The plan should outline the phased approach for updating non-compliant resources, define mandatory tag keys, and outline the validation scripts needed.",explicit,FinOps,0.5,0.5,0.5,0.25,0.5
t2_003,"We are scaling our deep learning inference jobs on Kubernetes and our cloud bills are exploding because of massive GPU waste. Developers are spawning notebooks and keeping them idle, while prod autoscaling is lagging. How can we align our engineering teams to track cost per inference and implement automated shutdown schedules without breaking our deployment velocity?",implicit,FinOps,0.75,0.5,0.75,0.0,0.25
t2_004,"cloud costs are insane again, we need someone to sort this out",vague,FinOps,0.5,0.5,0.5,0.0,0.25
t2_005,"Write a Terraform provisioning spec for a highly-available EKS cluster across three availability zones, including private subnets, node groups with auto-scaling, and VPC peering configurations.",explicit,Cloud Infrastructure,0.5,0.5,0.5,0.0,0.25
t2_006,"Draft a multi-region migration roadmap document for our core PostgreSQL databases currently running on-premise, outlining the replication strategy, cutover plan, and rollback procedures to minimize downtime.",explicit,Cloud Infrastructure,0.75,0.5,0.75,0.0,0.25
t2_007,Our leadership wants to migrate our primary transactional workload from AWS RDS to Azure SQL because of a new enterprise agreement. We need to maintain our current uptime SLAs and ensure our database replication remains secure across both clouds during the transition phase. I've attached our current network diagram. What are the key architecture changes and risks we need to address?,implicit,Cloud Infrastructure,0.5,0.5,0.5,0.25,0.25
t2_008,Our application performance is tanking during peak traffic hours because our legacy Linux VMs are CPU-throttled and the disk I/O on our database instances is hitting IOPS limits. Users are complaining about timeout errors on checkout. How can we restructure our server layout and storage tiers on AWS to handle this load dynamically?,implicit,Cloud Infrastructure,0.5,0.5,0.5,0.0,0.25
t2_009,"Draft an enterprise policy for using third-party LLM APIs in our software development lifecycle, aligning with EU AI Act compliance standards. Cover developer approval workflows, risk categorization, and data retention guidelines.",explicit,AI Governance,0.75,0.75,0.75,0.0,0.25
t2_010,"Several engineers have been paste-testing proprietary source code and client database schemas into public AI assistants to debug errors. Our leadership is terrified of data leaks and IP infringement. I've attached our internal code review snippets where this was flagged, along with our current corporate data storage regulations. How can we establish technical guardrails and developer approvals to protect our IP while still letting teams use generative AI?",implicit,AI Governance,0.75,0.5,0.5,0.25,0.5
t2_011,"someone told me we need an ai register for compliance, is that real? what does it look like",vague,AI Governance,0.5,0.5,0.5,0.0,0.25
t2_012,"Write a security hardening guide based on CIS Benchmarks Level 2 for our Ubuntu 22.04 LTS golden images, including explicit configurations for SSH access, firewall rules, and auditd logging.",explicit,Security,0.5,0.75,0.75,0.0,0.25
t2_013,"Our external auditors just completed an initial gap assessment for our upcoming SOC 2 Type II audit, and they flagged major issues around how we revoke access for terminated employees and how we review administrative privileges on AWS and GitHub. How do we design an audit-ready review cycle and automatic offboarding system to satisfy these controls?",implicit,Security,0.75,0.75,0.75,0.0,0.25
t2_014,"compliance team is on our case about access controls, need help",vague,Security,0.5,0.5,0.5,0.0,0.25
t2_015,"Create a database schema migration spec to move our transactional data warehouse from a legacy PostgreSQL instance to Snowflake, detailing data type mappings, historical load phases, and validation checks.",explicit,Data Engineering,0.5,0.5,0.75,0.0,0.25
t2_016,"Our daily batch data loading job in Snowflake is failing with out-of-memory errors on our medium warehouse. I've pasted the execution log below:
[2024-11-12 04:12:15] ERROR: Query execution exceeded resource limit (OOM) on step 'HashJoin'.
And here is the SQL query:
SELECT * FROM daily_transactions t JOIN customer_master c ON t.cust_id = c.id WHERE t.load_date = CURRENT_DATE();
How should we optimize the clustering keys and query join logic to prevent this failure?",implicit,Data Engineering,0.5,0.5,0.5,0.25,0.5
t2_017,"We are merging customer profiles from our legacy Oracle CRM and our new Salesforce instance, but the data schemas are completely different and we have massive duplicates. Furthermore, we must ensure that any customer who has requested data erasure under GDPR is completely scrubbed from the final merged warehouse. I've uploaded the schema mapping file showing both table structures. How should we execute this merge while maintaining compliance?",implicit,Data Engineering,0.75,0.5,0.75,0.25,0.5
t2_018,"Write an integration spec for synchronizing Jira software tickets with ServiceNow incident management, including API authentication methods, webhook configurations, and dynamic field mapping tables.",explicit,System Integration,0.5,0.5,0.5,0.0,0.25
t2_019,"Our Salesforce sync to our SQL Server warehouse is failing to capture real-time updates for customer contact fields, resulting in sales agents calling outdated numbers. I have attached the current integration script we run via Cron. How do we switch this to an event-driven mechanism to prevent these data discrepancies?",implicit,System Integration,0.5,0.5,0.5,0.25,0.25
t2_020,"API integrations are breaking every time we push an update, need ideas",vague,System Integration,0.5,0.5,0.5,0.0,0.25
t2_021,"Draft a DevOps runbook for configuring automated Canary deployments using ArgoCD and Prometheus metrics, including concrete rollback criteria and Slack notification configurations.",explicit,DevOps,0.5,0.5,0.5,0.0,0.25
t2_022,"Our machine learning team is spending thousands of dollars on training runs on SageMaker, but half the time we don't know which dataset version produced which model, making it impossible to debug performance regressions in production. I've attached our current training configuration YAML file. How can we integrate metadata tracking and automate cost controls during the training phase?",implicit,DevOps,0.75,0.5,0.75,0.25,0.5
t2_023,"devs keep pushing broken builds to prod, its a mess",vague,DevOps,0.5,0.5,0.5,0.0,0.25
t2_024,"Create a formal Disaster Recovery proposal for our core enterprise payment processing system, aligning with ISO 22301 standards. Detail our Recovery Time Objectives (RTO), Recovery Point Objectives (RPO), failover testing procedures, and communication trees.",explicit,General Enterprise,0.75,0.75,0.75,0.0,0.25
t2_025,"We need to expand our SaaS platform to serve enterprise customers in Germany, but our current infrastructure is hosted in AWS US-East-1 and our security team is raising major concerns about compliance with GDPR's data transfer requirements. I've attached our data flow diagram showing how user PII currently traverses our API. How do we resolve these residency issues without maintaining two completely independent application codebases?",implicit,General Enterprise,0.75,0.75,0.75,0.25,0.5
t2_026,"Create a formal framework for establishing Unit Economics across our SaaS product lines, aligning with the FinOps Foundation standards. Detail how we should define cost allocation metadata, track cost-per-active-user, and build dashboards for engineering directors.",explicit,FinOps,0.5,0.75,0.75,0.0,0.25
t2_027,"We are running a massive deep learning inference cluster on Kubernetes, and our cloud bills are skyrocketing due to idle GPUs. Engineering teams are spinning up notebook servers and leaving them running over the weekend, while production auto-scaling is lagging. How can we align our teams to track cost per inference and set up automated lifecycle routines to stop this waste without killing developer velocity?",implicit,FinOps,0.75,0.5,0.75,0.0,0.25
t2_028,Our executive leadership wants to move our transaction database from AWS RDS over to Azure SQL because of a new enterprise licensing deal. We have to keep our active-active replication secure across both clouds during the cutover window and maintain our 99.99% uptime SLA. I've attached our current network setup diagram. What are the key architecture updates and operational hazards we have to map out?,implicit,Cloud Infrastructure,0.5,0.5,0.5,0.25,0.25
t2_029,"Our legacy Linux VMs are throttling during our morning traffic spikes, and the disk throughput is hitting its limits on our persistent block storage. Customers are getting checkout errors and latency is awful. How should we reorganize our virtual machines and database storage on AWS to handle this load dynamically?",implicit,Cloud Infrastructure,0.5,0.5,0.5,0.0,0.25
t2_030,Our security team just caught several devs pasting corporate source code and client database schemas into public generative AI chatbots to speed up their debugging. Leadership is panicking about IP leaks and breach of contract. I've attached the code examples they pasted and our current data standard. How can we deploy technical controls and configure developer approvals to let teams use LLMs safely?,implicit,AI Governance,0.75,0.5,0.5,0.25,0.5
t2_031,"Our auditors just sent back their initial review for our SOC 2 Type II prep, and they flagged us for not having a formal, audit-ready way to revoke employee system permissions immediately upon termination, especially across AWS and GitHub. How do we design an automated offboarding workflow and an access review cycle that will pass this audit?",implicit,Security,0.75,0.75,0.75,0.0,0.25
t2_032,Our nightly data ingestion sequence in Snowflake is failing with out-of-memory errors on our medium virtual warehouse. I've pasted the raw execution log and the main transactional SQL join query below. How do we optimize the clustering keys and query execution to stop this crash?,implicit,Data Engineering,0.5,0.5,0.5,0.25,0.5
t2_033,"We're in the middle of a migration combining customer profiles from an old Oracle CRM with our Salesforce cloud database, but the schemas are completely different and we have massive duplicates. Also, we must guarantee that any customer who requested data deletion under GDPR is completely removed from the target tables. I've attached the source and target schemas. How should we build this ETL pipeline to keep the data clean and legally compliant?",implicit,Data Engineering,0.75,0.5,0.75,0.25,0.5
t2_034,"Our nightly batch transfer from Salesforce to our internal SQL Server database is constantly missing real-time changes to customer contact info, so sales reps keep calling dead numbers. I've attached our current Python integration script. How can we transition this to an event-driven system so updates sync immediately?",implicit,System Integration,0.5,0.5,0.5,0.25,0.25
t2_035,"Our data science team is running expensive model training jobs on SageMaker, but we have no metadata tracking to match which dataset version generated which model artifact, making troubleshooting in production impossible. I've attached our current training build script. How can we automate lineage tracking and prevent untracked, run-away compute spend?",implicit,DevOps,0.75,0.5,0.75,0.25,0.5
t2_036,"We need to expand our SaaS platform to serve enterprise customers in Germany, but currently all our database nodes are in AWS US-East-1. Our legal team is raising red flags about transferring EU citizen data out of the region under GDPR rules. I've attached our global routing setup. How do we resolve these data residency requirements without duplicating our entire application codebase?",implicit,General Enterprise,0.75,0.75,0.75,0.25,0.5
t2_037,"We are expanding our product into Germany to land some enterprise deals, but currently all our database nodes are in AWS US-East-1. Our legal team is raising red flags about transferring EU citizen data out of the region under GDPR rules. I've attached our global routing setup. How do we resolve these data residency requirements without duplicating our entire application codebase?",implicit,General Enterprise,0.75,0.75,0.75,0.25,0.5
t2_038,"Draft an enterprise plan for establishing a FinOps practice in our AWS environment, aligned with the FinOps Foundation Framework. Include phases for Inform, Optimize, and Operate, define clear roles across engineering and finance, and list key cost-allocation strategies.",explicit,FinOps,0.75,0.75,0.75,0.0,0.25
t2_039,"Our cloud spend on AWS is growing twice as fast as our active user base and our engineering leads have no idea how much their microservices are costing. I have attached last month's AWS Cost Explorer CSV export. We need to figure out how to allocate these expenses back to individual product teams, clean up the untagged resources, and get engineers to take ownership of their resource utilization.",implicit,FinOps,0.5,0.5,0.5,0.25,0.5
t2_040,"AWS bills are going crazy again and we have no idea who is spinning up these huge instances, someone needs to get this under control fast",vague,FinOps,0.5,0.5,0.5,0.0,0.25
t2_041,"Create an AWS savings plan and reservation strategy document. The document needs to evaluate our current baseline compute usage, compare EC2 Instance Savings Plans with Compute Savings Plans, and outline a step-by-step purchasing and renewal schedule for our infrastructure team.",explicit,FinOps,0.5,0.5,0.75,0.0,0.25
t2_042,"Build a technical guide for migrating our legacy on-premises Microsoft SQL Server databases to AWS RDS PostgreSQL. Cover schema conversion strategies using the AWS Schema Conversion Tool, data migration phases using AWS Database Migration Service (DMS), and post-migration validation checks.",explicit,Cloud Infrastructure,0.5,0.5,0.5,0.0,0.25
t2_043,"Our active-passive setup in Azure is costing us too much overhead, and failovers are taking over forty minutes due to manual database synchronization steps. I've uploaded our current multi-region network topology diagram. We want to achieve a hot-standby model with an RTO of under 5 minutes and RPO of under 1 minute without doubling our monthly running costs.",implicit,Cloud Infrastructure,0.5,0.5,0.5,0.25,0.5
t2_044,"the azure dev environment got hit with a ton of routing errors today, can someone look at our VNets and clean up the peering?",vague,Cloud Infrastructure,0.5,0.5,0.5,0.0,0.25
t2_045,"Draft a comprehensive hardening guide for our AWS cloud infrastructure based on the CIS Benchmarks Level 1 and Level 2. The guide must cover IAM password policies, security group configurations, S3 bucket encryption standards, and AWS CloudTrail logging requirements.",explicit,Cloud Infrastructure,0.75,0.75,0.75,0.0,0.25
t2_046,"Write a comprehensive organizational policy for the procurement, deployment, and auditing of commercial LLMs and generative AI tools in our company. Align this with the NIST AI Risk Management Framework, detailing risk mitigation strategies, human-in-the-loop validation, and compliance tracking metrics.",explicit,AI Governance,0.75,0.75,0.75,0.0,0.25
t2_047,"Our product teams are integrating OpenAI API endpoints into several customer-facing applications, but our legal team is blocking releases because they are worried about proprietary data leakage, prompt injection vulnerabilities, and licensing issues. I've attached our draft developer terms. We need to establish clear boundaries for developers, create approval paths for third-party models, and protect our intellectual property.",implicit,AI Governance,0.5,0.5,0.5,0.25,0.25
t2_048,"Draft a formal evaluation framework for selecting enterprise-grade vector databases for our generative AI applications. The framework must detail specific evaluation criteria covering performance, security controls (like data-at-rest encryption), API capabilities, operational overhead, and hosting model flexibility (SaaS vs self-hosted on Kubernetes).",explicit,AI Governance,0.75,0.5,0.75,0.0,0.25
t2_049,"Write a formal disaster recovery and business continuity plan that meets SOC 2 Trust Services Criteria for security and availability. The plan must specify backup schedules, failover architectures, communication protocols during incidents, and detailed procedures for annual simulation testing.",explicit,Security,0.75,0.75,0.75,0.0,0.25
t2_050,"Our security audits show that developers are sharing high-privilege credentials across environments, and API keys are frequently committed to GitHub repos. I've shared our current IAM structure. We need to implement a mechanism for short-lived sessions, automate credential rotation, and intercept hardcoded secrets before they reach production.",implicit,Security,0.5,0.5,0.5,0.25,0.25
t2_051,compliance is riding us about SOC 2 access reviews and i need a way to pull active users from AWS and Okta and find the gaps,vague,Security,0.5,0.5,0.5,0.0,0.25
t2_052,"Create a detailed technical specification for our new data lake ingestion pipeline on AWS. The design needs to cover raw land zones in Amazon S3, schema enforcement using AWS Glue Data Catalog, batch transformations using AWS EMRA serverless Spark, and partitioning strategies to optimize query latency in Amazon Athena.",explicit,Data Engineering,0.5,0.5,0.75,0.0,0.25
t2_053,"Our analytics team reports that nightly Snowflake data loads are frequently failing or completing too late, which delays morning dashboards. I have attached the failing Spark task logs and our current dbt graph. We need to optimize our incremental ingestion patterns, add schema validation steps to catch bad source data early, and implement automatic retries with alerts.",implicit,Data Engineering,0.5,0.5,0.5,0.25,0.5
t2_054,"Our customer success team is worried that we are storing raw personally identifiable information in our Databricks workspace, which violates GDPR requirements for data minimization. I have attached the table schemas for our analytics database. We need to find a way to dynamically mask names and emails, audit who accesses these fields, and automatically delete user records within thirty days of a request.",implicit,Data Engineering,0.75,0.75,0.75,0.25,0.5
t2_055,"Write an integration specification for connecting Salesforce Cloud with our internal ERP system via MuleSoft AnyPoint platform. The design must map account objects, establish mutual TLS authentication, detail queue-based retry mechanisms for network failures, and define standard error payloads.",explicit,System Integration,0.5,0.5,0.5,0.0,0.25
t2_056,"Our sales team is frustrated because updates to accounts in HubSpot aren't reflecting in our central database, leading to dual entry. I have attached our API payload formats and database schema. We want a webhook-based synchronization that handles high concurrent volumes, resolves conflicts when updates happen in both databases simultaneously, and logs sync failures.",implicit,System Integration,0.5,0.5,0.75,0.25,0.5
t2_057,"the webhook integration between HubSpot and Jira keeps failing during high traffic spikes, can you show me how to queue these requests?",vague,System Integration,0.5,0.5,0.5,0.0,0.25
t2_058,"Draft a comprehensive MLOps deployment playbook for our ML engineering team using GitHub Actions and AWS SageMaker. The playbook must define the continuous training pipeline triggers, automated model validation checks, canary deployment strategies, and rollback mechanisms in case of live prediction performance degradation.",explicit,DevOps,0.75,0.5,0.75,0.0,0.25
t2_059,"Our developers are spending hours waiting for Jenkins to run unit and integration tests for every small commit, and sometimes builds pass locally but fail in production because of environment inconsistencies. We need to restructure our build process to run steps in parallel, use Docker containers to guarantee parity across stages, and set up slack notifications for build failures.",implicit,DevOps,0.5,0.5,0.5,0.0,0.25
t2_060,"devs keep pushing docker images with vulnerabilities to the registry and security is threatening to lock us down, how do we block these?",vague,DevOps,0.5,0.5,0.5,0.0,0.25
t2_061,"Our internal wiki is filled with outdated information about our employee onboarding process, leading to new hires setting up their access permissions incorrectly and skipping mandatory training sessions. To satisfy SOC 2 CC6.3 access control criteria to ensure we pass our audits, we need to structure our onboarding flow, define clear roles for managers and IT teams, set up automated emails for new hires, and measure completion rates.",implicit,General Enterprise,0.75,0.75,0.75,0.0,0.25
t2_062,"Our remote employees are reporting slow load times when accessing our central document storage on SharePoint, and our compliance audits show we have no way of tracking who downloads sensitive customer reports. I've shared our regional employee distribution sheet. We need to solve the latency issues for APAC users and ensure we have strict access tracking.",implicit,General Enterprise,0.75,0.5,0.5,0.25,0.5
t2_063,"Draft an enterprise policy for cloud cost optimization aligned with the FinOps Foundation Framework. Define roles across engineering, finance, and procurement, set tagging standards for AWS and Azure, and establish a process for tracking untagged resources.",explicit,FinOps,0.75,0.75,0.75,0.0,0.25
t2_064,"Create a procurement plan for AWS Savings Plans and Reserved Instances. Compare the flexibility of Compute Savings Plans against EC2 Instance Savings Plans, analyze our typical baseline usage, and map out a step-by-step commitment schedule for the next 12 months.",explicit,FinOps,0.5,0.5,0.75,0.0,0.25
t2_065,"Create a detailed technical specification for our new data lake ingestion pipeline on AWS. The design needs to cover raw land zones in Amazon S3, schema enforcement using AWS Glue Data Catalog, batch transformations using AWS EMR serverless Spark, and partitioning strategies to optimize query latency in Amazon Athena.",explicit,Data Engineering,0.5,0.5,0.75,0.0,0.25
t2_066,"Create a savings plan recommendation report for our AWS and Azure environments. We have a combined monthly spend of $120k, with 70% on compute and 30% on databases. Detail how we should structure our compute savings plans vs Azure reservations.",explicit,FinOps,0.5,0.5,0.5,0.0,0.25
